Ward,Year,TimeSlot,Month,Crime_Count,Latitude,Longitude
53,2002,Evening,8,139,22.3702976,88.36353673
53,2025,Evening,10,16,22.37030365,88.36105943
53,2001,Morning,11,2,22.37041324,88.3611526
53,2012,Night,9,4,22.37042684,88.36480559
53,2023,Evening,9,57,22.37048145,88.35945605
53,2002,Afternoon,5,113,22.37051534,88.36154772
53,2003,Night,12,1,22.37051875,88.35399908
53,2002,Morning,4,35,22.37052728,88.36156809
53,2002,Evening,12,91,22.37056199,88.36231148
53,2016,Evening,9,1,22.37056323,88.37716298
53,2002,Evening,7,141,22.37057082,88.36076685
53,2002,Evening,5,147,22.37058665,88.36163935
53,2021,Evening,12,1,22.37060643,88.36215921
53,2008,Afternoon,11,1,22.37071339,88.37198874
53,2023,Night,10,35,22.37073125,88.36201892
53,2002,Night,7,83,22.37074777,88.36106833
53,2003,Afternoon,3,1,22.37074931,88.37460271
53,2002,Night,5,86,22.37078769,88.36141545
53,2025,Afternoon,11,18,22.37079775,88.36160828
53,2002,Night,12,49,22.37082162,88.35966281
53,2023,Night,9,32,22.37082659,88.35813564
53,2002,Afternoon,6,102,22.37084246,88.36206334
53,2002,Evening,10,128,22.37091303,88.36057856
53,2002,Afternoon,10,93,22.37091966,88.36281872
53,2023,Morning,9,21,22.37092956,88.35885548
53,2002,Afternoon,9,106,22.37098351,88.36151839
53,2023,Morning,12,10,22.37099963,88.36069545
53,2002,Morning,9,55,22.37103096,88.36104351
53,2025,Night,11,10,22.37107764,88.36011206
53,2002,Morning,5,70,22.37111778,88.35900594
53,2002,Night,6,74,22.37120591,88.36185314
53,2002,Night,4,28,22.37121349,88.35898559
53,2002,Morning,7,73,22.3712628,88.36073663
53,2002,Evening,1,4,22.37132275,88.35110448
53,2023,Morning,10,40,22.37137612,88.35893641
53,2002,Evening,6,158,22.37141874,88.36131119
53,2015,Morning,9,2,22.37150158,88.35171356
53,2002,Night,8,90,22.37152748,88.36067044
53,2018,Morning,1,1,22.37153095,88.36265976
53,2002,Morning,10,65,22.37155231,88.3610986
53,2007,Afternoon,4,1,22.37156395,88.35542693
53,2002,Afternoon,7,125,22.3715658,88.36094124
53,2008,Afternoon,3,1,22.37157862,88.36024434
53,2002,Morning,11,27,22.37162326,88.3637679
53,2002,Evening,4,63,22.37163947,88.35928245
53,2002,Afternoon,12,88,22.37164005,88.35818923
53,2006,Night,4,1,22.37168642,88.3650591
53,2001,Evening,11,4,22.37170515,88.35370062
53,2020,Evening,1,1,22.37171745,88.36982911
75,2008,Night,11,1,22.37171795,88.30840538
53,2015,Night,1,1,22.37174404,88.36505973
53,2002,Night,11,51,22.37175203,88.36069386
53,2017,Morning,11,1,22.37176053,88.36505625
75,2008,Morning,11,1,22.37178338,88.31236308
53,2025,Morning,9,3,22.37179993,88.36171803
53,2003,Morning,5,1,22.37180359,88.36742874
53,2020,Evening,9,1,22.37181077,88.36982647
75,2017,Afternoon,6,1,22.37181996,88.32038003
53,2023,Evening,12,22,22.3718335,88.35868572
75,2005,Morning,1,1,22.37185015,88.32228748
75,2011,Night,6,1,22.37185015,88.32228748
75,2016,Night,4,1,22.37185015,88.32228748
53,2015,Evening,6,1,22.37186022,88.35180618
53,2021,Afternoon,1,1,22.37187173,88.3710644
53,2025,Evening,11,13,22.37189341,88.35862259
53,2022,Night,3,1,22.37190409,88.36982384
53,2018,Evening,11,2,22.37192015,88.35822604
75,2010,Night,10,1,22.37196412,88.3282041
53,2014,Evening,10,1,22.37197839,88.36264266
53,2002,Afternoon,1,6,22.37198094,88.35074167
75,2023,Afternoon,7,1,22.37198236,88.32931343
75,2022,Evening,12,1,22.37198651,88.32954409
75,2009,Evening,4,1,22.37200169,88.33023609
53,2005,Afternoon,5,2,22.37202059,88.3478791
53,2022,Evening,12,7,22.37219999,88.35207926
53,2025,Morning,11,9,22.37220445,88.36020204
53,2022,Night,12,2,22.37226472,88.36325069
53,2005,Evening,11,1,22.3723002,88.35074567
53,2011,Night,1,1,22.3723002,88.35074567
53,2022,Afternoon,11,1,22.3723002,88.35074567
53,2025,Afternoon,9,1,22.37232425,88.35267871
53,2023,Evening,7,1,22.37233055,88.37319624
53,2023,Afternoon,11,49,22.37238441,88.35974129
53,2009,Evening,12,1,22.37242783,88.36229613
53,2018,Evening,12,1,22.37245468,88.36463553
53,2005,Evening,12,1,22.37251859,88.37030646
53,2019,Morning,8,1,22.37253875,88.37192832
53,2016,Morning,7,1,22.37257221,88.37405548
53,2023,Afternoon,8,4,22.37261532,88.35658215
53,2002,Night,2,2,22.37265787,88.35699936
53,2001,Afternoon,4,1,22.37269181,88.37468276
75,2021,Morning,4,1,22.37288795,88.33120436
53,2008,Evening,3,1,22.37290931,88.37102823
53,2002,Night,9,54,22.37296811,88.35820548
75,2023,Night,8,1,22.37298774,88.32060794
53,2005,Evening,10,2,22.37305732,88.36121977
53,2021,Evening,7,2,22.37310187,88.35114209
75,2022,Night,9,1,22.37311663,88.3206239
53,2015,Night,7,2,22.37341068,88.36798588
53,2023,Evening,3,1,22.3734395,88.36380432
53,2011,Night,10,1,22.37345423,88.36855598
53,2013,Evening,4,1,22.37346057,88.36260387
53,2019,Evening,10,1,22.37359967,88.35416029
53,2004,Night,12,1,22.37362341,88.36379901
53,2022,Morning,11,2,22.3736955,88.37678405
53,2021,Afternoon,9,2,22.37373318,88.35295371
53,2021,Evening,6,2,22.37376081,88.37245792
53,2010,Morning,5,3,22.37395496,88.36490192
53,2004,Night,1,1,22.37405668,88.3709896
53,2010,Afternoon,10,1,22.37412254,88.37099033
53,2015,Evening,9,1,22.37412254,88.37099033
53,2025,Night,10,10,22.37414503,88.34985666
53,2007,Evening,9,2,22.37417272,88.36002986
53,2019,Evening,11,1,22.37421649,88.35970185
53,2010,Night,10,1,22.37432827,88.36922815
53,2018,Evening,2,1,22.37435982,88.37167383
53,2005,Evening,7,1,22.37443472,88.37816504
53,2025,Evening,9,2,22.37444186,88.34615277
53,2001,Evening,8,2,22.37446606,88.36749151
53,2023,Night,12,10,22.374475,88.3613524
75,2004,Evening,10,1,22.37471547,88.32081596
53,2023,Afternoon,12,13,22.37480756,88.36249805
75,2013,Morning,8,1,22.3748663,88.3208358
53,2007,Morning,6,1,22.3749088,88.34683462
53,2003,Evening,6,1,22.37494596,88.35344627
53,2013,Afternoon,3,1,22.37503779,88.34683234
53,2006,Night,7,2,22.37508549,88.34707631
53,2005,Morning,6,1,22.37512936,88.34804135
53,2019,Night,3,1,22.37513187,88.33465044
53,2011,Evening,3,2,22.37516863,88.35223694
75,2024,Evening,11,1,22.37519291,88.33125392
75,2025,Evening,3,1,22.37519291,88.33125392
53,2021,Night,6,1,22.37526086,88.33464813
53,2006,Night,8,1,22.3752823,88.35772928
53,2017,Night,4,1,22.37529692,88.35893747
53,2023,Afternoon,1,2,22.37530566,88.35365037
53,2004,Evening,6,1,22.37533259,88.35893786
53,2009,Night,9,1,22.37533259,88.35893786
53,2013,Morning,7,1,22.37542591,88.35893521
55,2023,Afternoon,5,1,22.37544652,88.45543246
53,2022,Afternoon,5,1,22.37557948,88.36614122
53,2016,Morning,10,1,22.37560974,88.35168159
53,2023,Morning,2,1,22.37560974,88.35168159
53,2004,Afternoon,3,2,22.37563324,88.36115935
53,2011,Evening,11,1,22.37594535,88.35518854
53,2022,Afternoon,6,1,22.37602129,88.35805574
53,2003,Evening,12,1,22.37602424,88.3584731
53,2013,Afternoon,12,1,22.37603845,88.3597472
53,2003,Night,8,1,22.37607893,88.3630094
53,2003,Evening,7,1,22.37610456,88.35518293
53,2005,Morning,2,1,22.37612466,88.36763346
75,2023,Night,6,2,22.37613663,88.33849801
53,2023,Night,1,2,22.37619959,88.35160572
53,2023,Evening,6,1,22.37620263,88.35166231
53,2004,Morning,9,1,22.37632957,88.37576266
53,2013,Morning,4,1,22.37637025,88.35481239
75,2012,Night,5,1,22.37639384,88.32101982
53,2020,Evening,8,1,22.37646159,88.34921234
53,2020,Night,9,1,22.37659083,88.37699558
53,2022,Morning,8,1,22.37679925,88.37304787
53,2003,Evening,9,1,22.37682275,88.34433998
53,2014,Night,7,1,22.37683493,88.37304827
53,2014,Afternoon,11,1,22.37684545,88.34190578
